"DateTime","Actual System Demand","Forecast System Demand"
"2018-06-25 00:00:00",3214
"2018-06-25 00:15:00",3153
"2018-06-25 00:30:00",3079
"2018-06-25 00:45:00",3019
"2018-06-25 01:00:00",2965
"2018-06-25 01:15:00",2923
"2018-06-25 01:30:00",2887
"2018-06-25 01:45:00",2845
"2018-06-25 02:00:00",2832
"2018-06-25 02:15:00",2817
"2018-06-25 02:30:00",2794
"2018-06-25 02:45:00",2780
"2018-06-25 03:00:00",2767
"2018-06-25 03:15:00",2763
"2018-06-25 03:30:00",2755
"2018-06-25 03:45:00",2759
"2018-06-25 04:00:00",2752
"2018-06-25 04:15:00",2753
"2018-06-25 04:30:00",2740
"2018-06-25 04:45:00",2701
"2018-06-25 05:00:00",2680
"2018-06-25 05:15:00",2726
"2018-06-25 05:30:00",2733
"2018-06-25 05:45:00",2793
"2018-06-25 06:00:00",2900
"2018-06-25 06:15:00",3092
"2018-06-25 06:30:00",3185
"2018-06-25 06:45:00",3348
"2018-06-25 07:00:00",3509
"2018-06-25 07:15:00",3778
"2018-06-25 07:30:00",3909
"2018-06-25 07:45:00",4068
"2018-06-25 08:00:00",4207
"2018-06-25 08:15:00",4375
"2018-06-25 08:30:00",4426
"2018-06-25 08:45:00",4474
"2018-06-25 09:00:00",4528
"2018-06-25 09:15:00",4582
"2018-06-25 09:30:00",4604
"2018-06-25 09:45:00",4640
"2018-06-25 10:00:00",4630
"2018-06-25 10:15:00",4607
"2018-06-25 10:30:00",4629
"2018-06-25 10:45:00",4640
"2018-06-25 11:00:00",4671
"2018-06-25 11:15:00",4670
"2018-06-25 11:30:00",4671
"2018-06-25 11:45:00",4661
"2018-06-25 12:00:00",4681
"2018-06-25 12:15:00",4686
"2018-06-25 12:30:00",4704
"2018-06-25 12:45:00",4709
"2018-06-25 13:00:00",4706
"2018-06-25 13:15:00",4653
"2018-06-25 13:30:00",4611
"2018-06-25 13:45:00",4600
"2018-06-25 14:00:00",4595
"2018-06-25 14:15:00",4612
"2018-06-25 14:30:00",4596
"2018-06-25 14:45:00",4607
"2018-06-25 15:00:00",4617
"2018-06-25 15:15:00",4630
"2018-06-25 15:30:00",4630
"2018-06-25 15:45:00",4647
"2018-06-25 16:00:00",4673
"2018-06-25 16:15:00",4693
"2018-06-25 16:30:00",4725
"2018-06-25 16:45:00",4770
"2018-06-25 17:00:00",4795
"2018-06-25 17:15:00",4826
"2018-06-25 17:30:00",4862
"2018-06-25 17:45:00",4852
"2018-06-25 18:00:00",4818
"2018-06-25 18:15:00",4741
"2018-06-25 18:30:00",4693
"2018-06-25 18:45:00",4640
"2018-06-25 19:00:00",4581
"2018-06-25 19:15:00",4514
"2018-06-25 19:30:00",4462
"2018-06-25 19:45:00",4403
"2018-06-25 20:00:00",4384
"2018-06-25 20:15:00",4316
"2018-06-25 20:30:00",4297
"2018-06-25 20:45:00",4245
"2018-06-25 21:00:00",4203
"2018-06-25 21:15:00",4195
"2018-06-25 21:30:00",4145
"2018-06-25 21:45:00",4087
"2018-06-25 22:00:00",4045
"2018-06-25 22:15:00",4040
"2018-06-25 22:30:00",4059
"2018-06-25 22:45:00",4012
"2018-06-25 23:00:00",3912
"2018-06-25 23:15:00",3794
"2018-06-25 23:30:00",3694
"2018-06-25 23:45:00",3575
