"DateTime","Actual System Demand","Forecast System Demand"
"2018-01-05 00:00:00",4071
"2018-01-05 00:15:00",3972
"2018-01-05 00:30:00",3905
"2018-01-05 00:45:00",3825
"2018-01-05 01:00:00",3753
"2018-01-05 01:15:00",3711
"2018-01-05 01:30:00",3658
"2018-01-05 01:45:00",3614
"2018-01-05 02:00:00",3573
"2018-01-05 02:15:00",3540
"2018-01-05 02:30:00",3510
"2018-01-05 02:45:00",3475
"2018-01-05 03:00:00",3449
"2018-01-05 03:15:00",3418
"2018-01-05 03:30:00",3409
"2018-01-05 03:45:00",3402
"2018-01-05 04:00:00",3384
"2018-01-05 04:15:00",3386
"2018-01-05 04:30:00",3392
"2018-01-05 04:45:00",3379
"2018-01-05 05:00:00",3389
"2018-01-05 05:15:00",3436
"2018-01-05 05:30:00",3443
"2018-01-05 05:45:00",3497
"2018-01-05 06:00:00",3569
"2018-01-05 06:15:00",3726
"2018-01-05 06:30:00",3818
"2018-01-05 06:45:00",3939
"2018-01-05 07:00:00",4084
"2018-01-05 07:15:00",4310
"2018-01-05 07:30:00",4430
"2018-01-05 07:45:00",4557
"2018-01-05 08:00:00",4650
"2018-01-05 08:15:00",4806
"2018-01-05 08:30:00",4801
"2018-01-05 08:45:00",4841
"2018-01-05 09:00:00",4946
"2018-01-05 09:15:00",5049
"2018-01-05 09:30:00",5105
"2018-01-05 09:45:00",5143
"2018-01-05 10:00:00",5166
"2018-01-05 10:15:00",5173
"2018-01-05 10:30:00",5209
"2018-01-05 10:45:00",5235
"2018-01-05 11:00:00",5237
"2018-01-05 11:15:00",5250
"2018-01-05 11:30:00",5254
"2018-01-05 11:45:00",5284
"2018-01-05 12:00:00",5300
"2018-01-05 12:15:00",5304
"2018-01-05 12:30:00",5324
"2018-01-05 12:45:00",5334
"2018-01-05 13:00:00",5314
"2018-01-05 13:15:00",5284
"2018-01-05 13:30:00",5229
"2018-01-05 13:45:00",5216
"2018-01-05 14:00:00",5185
"2018-01-05 14:15:00",5176
"2018-01-05 14:30:00",5151
"2018-01-05 14:45:00",5139
"2018-01-05 15:00:00",5147
"2018-01-05 15:15:00",5166
"2018-01-05 15:30:00",5178
"2018-01-05 15:45:00",5216
"2018-01-05 16:00:00",5273
"2018-01-05 16:15:00",5380
"2018-01-05 16:30:00",5519
"2018-01-05 16:45:00",5740
"2018-01-05 17:00:00",5926
"2018-01-05 17:15:00",6038
"2018-01-05 17:30:00",6102
"2018-01-05 17:45:00",6106
"2018-01-05 18:00:00",6068
"2018-01-05 18:15:00",5999
"2018-01-05 18:30:00",5940
"2018-01-05 18:45:00",5882
"2018-01-05 19:00:00",5808
"2018-01-05 19:15:00",5747
"2018-01-05 19:30:00",5673
"2018-01-05 19:45:00",5581
"2018-01-05 20:00:00",5449
"2018-01-05 20:15:00",5382
"2018-01-05 20:30:00",5291
"2018-01-05 20:45:00",5243
"2018-01-05 21:00:00",5159
"2018-01-05 21:15:00",5060
"2018-01-05 21:30:00",4947
"2018-01-05 21:45:00",4829
"2018-01-05 22:00:00",4721
"2018-01-05 22:15:00",4616
"2018-01-05 22:30:00",4534
"2018-01-05 22:45:00",4439
"2018-01-05 23:00:00",4413
"2018-01-05 23:15:00",4431
"2018-01-05 23:30:00",4356
"2018-01-05 23:45:00",4268
